event_id,t0_idx,target_idx,event_datetime,year,season,t0_datetime,target_datetime,mean_intensity,max_intensity,mean_intensity_wet,wet_fraction,split
200500700,2,5,2/19/2020 7:00,2020,DJF,2/19/2020 7:20,2/19/2020 7:50,0.030237151,0.67331463,0.18834856152534485,0.10066659134561066,train
200500700,3,6,2/19/2020 7:00,2020,DJF,2/19/2020 7:30,2/19/2020 8:00,0.028081963,0.4719812,0.17490404844284058,0.096028966,train
200500700,4,7,2/19/2020 7:00,2020,DJF,2/19/2020 7:40,2/19/2020 8:10,0.026456494,0.5370565,0.16596299409866333,0.093731674,train
200500700,5,8,2/19/2020 7:00,2020,DJF,2/19/2020 7:50,2/19/2020 8:20,0.02554147,0.5868291,0.16728229820728302,0.087291724,train
200500700,6,9,2/19/2020 7:00,2020,DJF,2/19/2020 8:00,2/19/2020 8:30,0.024578799,0.51777136,0.1662134975194931,0.083703214,train
200500700,7,10,2/19/2020 7:00,2020,DJF,2/19/2020 8:10,2/19/2020 8:40,0.023560345,0.49570248,0.16568736732006073,0.080442888,train
200500700,8,11,2/19/2020 7:00,2020,DJF,2/19/2020 8:20,2/19/2020 8:50,0.022686856,0.48844087,0.167394221,0.074368783,train
200500700,9,12,2/19/2020 7:00,2020,DJF,2/19/2020 8:30,2/19/2020 9:00,0.021154365,0.44441345,0.15903453528881073,0.069946361,train
200500700,10,13,2/19/2020 7:00,2020,DJF,2/19/2020 8:40,2/19/2020 9:10,0.0199303,0.43165985,0.1567445993423462,0.063565591,train
200500700,11,14,2/19/2020 7:00,2020,DJF,2/19/2020 8:50,2/19/2020 9:20,0.018612353,0.5417235,0.15839529037475586,0.055888224,train
200500700,12,15,2/19/2020 7:00,2020,DJF,2/19/2020 9:00,2/19/2020 9:30,0.017834764,0.47923693,0.15917055308818817,0.052305093,train
200500700,13,16,2/19/2020 7:00,2020,DJF,2/19/2020 9:10,2/19/2020 9:40,0.017609049,1.2455908,0.1598673164844513,0.051137617,train
200500700,14,17,2/19/2020 7:00,2020,DJF,2/19/2020 9:20,2/19/2020 9:50,0.018000832,0.8004319,0.1602606326341629,0.054349522,train
200500700,15,18,2/19/2020 7:00,2020,DJF,2/19/2020 9:30,2/19/2020 10:00,0.018327305,0.61025316,0.15534082055091858,0.059422933109522194,train
200500700,16,19,2/19/2020 7:00,2020,DJF,2/19/2020 9:40,2/19/2020 10:10,0.018959004,0.703458,0.158865824,0.062408874972427114,train
200500700,17,20,2/19/2020 7:00,2020,DJF,2/19/2020 9:50,2/19/2020 10:20,0.019059904,1.0817585,0.16069522500038147,0.062263613,train
200500700,18,21,2/19/2020 7:00,2020,DJF,2/19/2020 10:00,2/19/2020 10:30,0.019701688,0.7731429,0.1632891446352005,0.065701481,train
200500700,19,22,2/19/2020 7:00,2020,DJF,2/19/2020 10:10,2/19/2020 10:40,0.020143809,0.68516445,0.16741132736206055,0.069010228,train
200500700,20,23,2/19/2020 7:00,2020,DJF,2/19/2020 10:20,2/19/2020 10:50,0.019808412,0.7054996,0.17184914648532867,0.067993393,train
200500700,21,24,2/19/2020 7:00,2020,DJF,2/19/2020 10:30,2/19/2020 11:00,0.019027669,0.9171256,0.17183220386505127,0.065690721,train
200500700,22,25,2/19/2020 7:00,2020,DJF,2/19/2020 10:40,2/19/2020 11:10,0.018318221,1.0833186,0.17133787274360657,0.062403495,train
200500700,23,26,2/19/2020 7:00,2020,DJF,2/19/2020 10:50,2/19/2020 11:20,0.018700259,0.8548142,0.1788266897201538,0.061074616,train
200500700,24,27,2/19/2020 7:00,2020,DJF,2/19/2020 11:00,2/19/2020 11:30,0.019779144,1.0991548,0.18386846780776978,0.065217274,train
200500700,25,28,2/19/2020 7:00,2020,DJF,2/19/2020 11:10,2/19/2020 11:40,0.02057025,0.8697073,0.19115878641605377,0.067611408,train
200500700,26,29,2/19/2020 7:00,2020,DJF,2/19/2020 11:20,2/19/2020 11:50,0.021851838,1.6965853,0.2038823366165161,0.07131828,train
200500700,27,30,2/19/2020 7:00,2020,DJF,2/19/2020 11:30,2/19/2020 12:00,0.02207155,0.89828104,0.21079514920711517,0.071678745,train
200500700,28,31,2/19/2020 7:00,2020,DJF,2/19/2020 11:40,2/19/2020 12:10,0.021761589,1.238016,0.2111843079328537,0.071969269,train
200500700,29,32,2/19/2020 7:00,2020,DJF,2/19/2020 11:50,2/19/2020 12:20,0.02140694,1.1102637,0.21250788867473602,0.071086937,train
200500700,30,33,2/19/2020 7:00,2020,DJF,2/19/2020 12:00,2/19/2020 12:30,0.020112336,0.83425117,0.21246397495269775,0.066400891,train
200500700,31,34,2/19/2020 7:00,2020,DJF,2/19/2020 12:10,2/19/2020 12:40,0.01933767,0.80003434,0.21815092861652374,0.06347413,train
200500700,32,35,2/19/2020 7:00,2020,DJF,2/19/2020 12:20,2/19/2020 12:50,0.018874489,0.88992107,0.2225564420223236,0.060246085,train
200500700,33,36,2/19/2020 7:00,2020,DJF,2/19/2020 12:30,2/19/2020 13:00,0.018248914,0.72354335,0.22298559546470642,0.057373124,train
200500700,34,37,2/19/2020 7:00,2020,DJF,2/19/2020 12:40,2/19/2020 13:10,0.017431755,0.68517786,0.21821364760398865,0.055135013,train
200500700,35,38,2/19/2020 7:00,2020,DJF,2/19/2020 12:50,2/19/2020 13:20,0.017213037,0.676986,0.21936944127082825,0.054747648,train
